date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:44	6436/6436	---M--	200	added ('OK')	text/css	etag:%221924-6180172be2caa%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/elementor/css/post-454.css?ver=1715244359	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/elementor/css/post-4542ed9.css	(from http://192.168.1.5/dspdjelfa/)
11:31:44	3758/3758	---M--	200	added ('OK')	text/css	etag:%22eae-613c473e26ac0%22	http://192.168.1.5/dspdjelfa/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.9.11	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.mind4c9.css	(from http://192.168.1.5/dspdjelfa/)
11:31:46	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100%22	http://192.168.1.5/dspdjelfa/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://192.168.1.5/dspdjelfa/)
11:31:48	834/834	---M--	200	added ('OK')	text/xml	date:Thu,%2030%20May%202024%2009:31:47%20GMT	http://192.168.1.5/dspdjelfa/xmlrpc.php?rsd	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/xmlrpc0db0.php	(from http://192.168.1.5/dspdjelfa/)
11:31:49	2525/2525	---M--	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:31:48%20GMT	http://192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.1.5%2Fdspdjelfa%2F	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embedee21.json	(from http://192.168.1.5/dspdjelfa/)
11:31:49	20082/20082	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:31:45%20GMT	http://192.168.1.5/dspdjelfa/wp-json/wp/v2/pages/454	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/wp/v2/pages/454.json	(from http://192.168.1.5/dspdjelfa/)
11:31:50	2767/2767	---M--	200	added ('OK')	text/xml	date:Thu,%2030%20May%202024%2009:31:49%20GMT	http://192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.1.5%2Fdspdjelfa%2F&format=xml	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed5098	(from http://192.168.1.5/dspdjelfa/)
11:31:52	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0%22	http://192.168.1.5/dspdjelfa/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-includes/js/jquery/jquery.minf43b.js	(from http://192.168.1.5/dspdjelfa/)
11:31:56	157842/157842	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:31:52%20GMT	http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:03	72052/72052	---M--	200	added ('OK')	image/png	etag:%2211974-613dd47965a80%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/2024/03/Logo-4.png	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/2024/03/Logo-4.png	(from http://192.168.1.5/dspdjelfa/)
11:32:06	58826/58826	---M--	200	added ('OK')	image/jpeg	etag:%22e5ca-617f1d410df77%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/2024/05/Capture-decran-2024-05-08-160650.jpg	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/2024/05/Capture-decran-2024-05-08-160650.jpg	(from http://192.168.1.5/dspdjelfa/)
11:32:08	159203/159203	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:03%20GMT	http://192.168.1.5/dspdjelfa/%d9%82%d9%88%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d9%82%d9%88%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:08	108112/108112	---M--	200	added ('OK')	image/jpeg	etag:%221a650-617f1f304e8a1%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/2024/05/306493940_5512947145417652_252790628338859541_n.jpg	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/2024/05/306493940_5512947145417652_252790628338859541_n.jpg	(from http://192.168.1.5/dspdjelfa/)
11:32:09	21646/21646	---M--	200	added ('OK')	text/javascript	etag:%22548e-613aeb2c8b840%22	http://192.168.1.5/dspdjelfa/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.6.8	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/themes/astra/assets/js/minified/frontend.mina2c7.js	(from http://192.168.1.5/dspdjelfa/)
11:32:12	9751/9751	---M--	200	added ('OK')	text/javascript	etag:%222617-613c4745c7cc0%22	http://192.168.1.5/dspdjelfa/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.9.11	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.mind4c9.js	(from http://192.168.1.5/dspdjelfa/)
11:32:15	188841/188841	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:08%20GMT	http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d8%b1%d9%8a%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d8%b1%d9%8a%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:15	161737/161737	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:08%20GMT	http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d9%83%d9%88%d9%8a%d9%86-%d8%b4%d8%a8%d9%87-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d9%83%d9%88%d9%8a%d9%86-%d8%b4%d8%a8%d9%87-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:15	150831/150831	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:12%20GMT	http://192.168.1.5/dspdjelfa/%d8%ac%d8%af%d9%88%d9%84-%d8%a7%d9%84%d9%81%d8%ad%d9%88%d8%b5%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%aa%d8%ae%d8%b5%d8%b5%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%ac%d8%af%d9%88%d9%84-%d8%a7%d9%84%d9%81%d8%ad%d9%88%d8%b5%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%aa%d8%ae%d8%b5%d8%b5%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:15	4997/4997	---M--	200	added ('OK')	text/javascript	etag:%221385-613b178ace5c0%22	http://192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.20.1	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/js/webpack.runtime.min78fb.js	(from http://192.168.1.5/dspdjelfa/)
11:32:17	153169/153169	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:15%20GMT	http://192.168.1.5/dspdjelfa/%d9%85%d8%b9%d9%84%d9%88%d9%85%d8%a7%d8%aa-%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d8%a3%d8%b7%d8%a8%d8%a7%d8%a1/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d9%85%d8%b9%d9%84%d9%88%d9%85%d8%a7%d8%aa-%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d8%a3%d8%b7%d8%a8%d8%a7%d8%a1/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:19	12198/12198	---M--	200	added ('OK')	text/javascript	etag:%222fa6-613b178daac80%22	http://192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://192.168.1.5/dspdjelfa/)
11:32:22	156711/156711	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:19%20GMT	http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%b9%d9%8a%d8%a7%d8%af%d8%a7%d8%aa-%d8%a7%d9%84%d8%ae%d8%a7%d8%b5%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%b9%d9%8a%d8%a7%d8%af%d8%a7%d8%aa-%d8%a7%d9%84%d8%ae%d8%a7%d8%b5%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:22	21438/21438	---M--	200	added ('OK')	text/javascript	etag:%2253be-5f3ba2adac400%22	http://192.168.1.5/dspdjelfa/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-includes/js/jquery/ui/core.min3f14.js	(from http://192.168.1.5/dspdjelfa/)
11:32:27	160037/160037	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:23%20GMT	http://192.168.1.5/dspdjelfa/%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d9%82%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d9%8a-%d8%a7%d9%84%d8%ae%d8%a7%d8%b5%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d9%82%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d9%8a-%d8%a7%d9%84%d8%ae%d8%a7%d8%b5%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:28	60168/60168	---M--	200	added ('OK')	text/javascript	etag:%22eb08-613b1786fdcc0%22	http://192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.20.1	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/js/frontend-modules.min78fb.js	(from http://192.168.1.5/dspdjelfa/)
11:32:28	40306/40306	---M--	200	added ('OK')	text/javascript	etag:%229d72-613b1786fdcc0%22	http://192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.20.1	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/plugins/elementor/assets/js/frontend.min78fb.js	(from http://192.168.1.5/dspdjelfa/)
11:32:34	151486/151486	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:27%20GMT	http://192.168.1.5/dspdjelfa/%d8%ac%d8%af%d9%88%d9%84-%d9%85%d9%86%d8%a7%d9%88%d8%a8%d8%a9-%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d8%af%d9%84%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%ac%d8%af%d9%88%d9%84-%d9%85%d9%86%d8%a7%d9%88%d8%a8%d8%a9-%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d8%af%d9%84%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:35	148950/148950	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:28%20GMT	http://192.168.1.5/dspdjelfa/%d9%88%d8%ab%d8%a7%d8%a6%d9%82-%d9%85%d9%87%d9%85%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d9%88%d8%ab%d8%a7%d8%a6%d9%82-%d9%85%d9%87%d9%85%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:36	159093/159093	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:28%20GMT	http://192.168.1.5/dspdjelfa/%d8%a5%d8%b1%d8%b4%d8%a7%d8%af%d8%a7%d8%aa-%d9%88%d9%82%d8%a7%d8%a6%d9%8a%d8%a9/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%a5%d8%b1%d8%b4%d8%a7%d8%af%d8%a7%d8%aa-%d9%88%d9%82%d8%a7%d8%a6%d9%8a%d8%a9/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:37	155815/155815	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:34%20GMT	http://192.168.1.5/dspdjelfa/%d8%b1%d8%b2%d9%86%d8%a7%d9%85%d8%a9-%d8%a7%d9%84%d8%aa%d9%84%d9%82%d9%8a%d8%ad/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%b1%d8%b2%d9%86%d8%a7%d9%85%d8%a9-%d8%a7%d9%84%d8%aa%d9%84%d9%82%d9%8a%d8%ad/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:38	153174/153174	---MC-	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2009:32:35%20GMT	http://192.168.1.5/dspdjelfa/%d8%a7%d8%aa%d8%b5%d9%84-%d8%a8%d9%86%d8%a7/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/%d8%a7%d8%aa%d8%b5%d9%84-%d8%a8%d9%86%d8%a7/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:46	499172/499172	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:31:45%20GMT	http://192.168.1.5/dspdjelfa/wp-json/	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/index.html	(from http://192.168.1.5/dspdjelfa/)
11:32:46	4404/4404	---M--	200	added ('OK')	text/css	etag:%221134-61801d237eac2%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/elementor/css/post-124.css?ver=1715245961	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/elementor/css/post-1244724.css	(from http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/)
11:32:47	18493/18493	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:32:46%20GMT	http://192.168.1.5/dspdjelfa/wp-json/wp/v2/pages/124	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/wp/v2/pages/124.json	(from http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/)
11:32:48	3481/3481	---M--	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:32:47%20GMT	http://192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.1.5%2Fdspdjelfa%2F%25d8%25a7%25d9%2584%25d8%25aa%25d8%25b9%25d8%25b1%25d9%258a%25d9%2581-%25d8%25a8%25d9%2585%25d8%25af%25d9%258a%25d8%25b1%25d9%258a%25d8%25a9-%25d8%25a7%25d9%2584%25d8%25b5%25d8%25ad%25d8%25a9-%25d9%2588-%25d8%25a7%25d9%2584%25d8%25b3%25d9%2583%25d8%25a7%25d9%2586-%25d9%2584%25d9%2588%25d9%2584%25d8%25a7%25d9%258a%25d8%25a9%2F	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed3492.json	(from http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/)
11:32:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20May%202024%2009:32:48%20GMT	http://192.168.1.5/dspdjelfa/?p=124	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/indexd4a6.html	(from http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/)
11:32:49	3811/3811	---M--	200	added ('OK')	text/xml	date:Thu,%2030%20May%202024%2009:32:49%20GMT	http://192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.1.5%2Fdspdjelfa%2F%25d8%25a7%25d9%2584%25d8%25aa%25d8%25b9%25d8%25b1%25d9%258a%25d9%2581-%25d8%25a8%25d9%2585%25d8%25af%25d9%258a%25d8%25b1%25d9%258a%25d8%25a9-%25d8%25a7%25d9%2584%25d8%25b5%25d8%25ad%25d8%25a9-%25d9%2588-%25d8%25a7%25d9%2584%25d8%25b3%25d9%2583%25d8%25a7%25d9%2586-%25d9%2584%25d9%2588%25d9%2584%25d8%25a7%25d9%258a%25d8%25a9%2F&format=xml	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed0980	(from http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/)
11:32:50	942/942	---M--	200	added ('OK')	text/css	etag:%223ae-617ee63885bd1%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/elementor/css/post-159.css?ver=1715162499	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/elementor/css/post-159add9.css	(from http://192.168.1.5/dspdjelfa/%d9%82%d9%88%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa/)
11:32:52	2888/2888	---M--	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:32:51%20GMT	http://192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.1.5%2Fdspdjelfa%2F%25d9%2582%25d9%2588%25d8%25a7%25d8%25a6%25d9%2585-%25d8%25a7%25d9%2584%25d9%2585%25d8%25a4%25d8%25b3%25d8%25b3%25d8%25a7%25d8%25aa%2F	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/oembed/1.0/embedcd71.json	(from http://192.168.1.5/dspdjelfa/%d9%82%d9%88%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa/)
11:32:52	26524/26524	---M--	200	added ('OK')	image/png	etag:%22679c-613de45fadd80%22	http://192.168.1.5/dspdjelfa/wp-content/uploads/2024/03/ORG.png	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-content/uploads/2024/03/ORG.png	(from http://192.168.1.5/dspdjelfa/%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%8a%d9%81-%d8%a8%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88-%d8%a7%d9%84%d8%b3%d9%83%d8%a7%d9%86-%d9%84%d9%88%d9%84%d8%a7%d9%8a%d8%a9/)
11:32:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20May%202024%2009:32:52%20GMT	http://192.168.1.5/dspdjelfa/?p=159	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/indexb950.html	(from http://192.168.1.5/dspdjelfa/%d9%82%d9%88%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa/)
11:32:53	18909/18909	---MC-	200	added ('OK')	application/json	date:Thu,%2030%20May%202024%2009:32:50%20GMT	http://192.168.1.5/dspdjelfa/wp-json/wp/v2/pages/159	C:/My%20Web%20Sites/Dsp/192.168.1.5/dspdjelfa/wp-json/wp/v2/pages/159.json	(from http://192.168.1.5/dspdjelfa/%d9%82%d9%88%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a7%d8%aa/)
